"","brewery_name","beer_name","all","aroma","appearance","palate","abv","taste","count"
"1321","Amherst Brewing Co.","Olde #9 Anniversary Ale",3.5,4,4.25,3.75,7,3.5,2
"1322","Amherst Brewing Co.","Patriots Pilsner",3.75,3.75,3.5,4,4.8,3.75,2
"1323","Amherst Brewing Co.","Puffers Smoked Porter",3.73076923076923,3.61538461538462,3.73076923076923,3.5,4.6,3.80769230769231,13
"1324","Amherst Brewing Co.","Righteous Red",3.75,3.66666666666667,3.91666666666667,3.75,4.6,3.58333333333333,6
"1325","Amherst Brewing Co.","Ryetous Red Dry Hopped With Simcoe",4,4.5,4.5,3.5,4.6,4,1
"1326","Amherst Brewing Co.","Salamander Crossing Steam Lager",3.9375,3.375,3.75,3.5625,4.6,3.5625,8
"1327","Amherst Brewing Co.","Seeing Double IPA",4.25,4.25,4.25,4.25,7,4,2
"1328","Amherst Brewing Co.","Super Stout",4,3.5,3.5,4.5,6,4,2
"1329","Amherst Brewing Co.","Vanilla Bean Aged Puffers Smoked Porter",4.5,4,4.5,4,4.6,4,1
"1330","Amherst Brewing Co.","Workingman's Wheat",3.625,3.625,3.5,3.375,4.9,3.75,4
"1331","Amicas","Amicas Double IPA",4.25,4.5,4.75,3.5,9,4,2
"1332","Amicas","Green Chille Beer",3.6,3.8,3.1,3.7,5,4.1,5
"1333","Amicas","Skeleton Crew Imperial Stout",4,4,2.5,4.5,10,4,1
"1334","Amicas","Ute Trail Pale Ale",3.5,3.5,4,2,6,3.5,1
"1335","Amnesia Brewing","Belznickel",4,4,3.5,4,7.7,4,1
"1336","Amnesia Brewing","Copacetic IPA",4.14285714285714,4,3.96428571428571,4.21428571428571,5.8,4.17857142857143,14
"1337","Amnesia Brewing","Cream Of The Crop",4,4,4,4,5.6,4,1
"1338","Amnesia Brewing","Desolation IPA",3.78125,3.6875,3.65625,3.71875,6.2,3.71875,16
"1339","Amnesia Brewing","Dopacetic IIPA",4.16666666666667,4.16666666666667,4,4,7.8,4.16666666666667,3
"1340","Amnesia Brewing","Dusseldor  Alt",4,4,3.5,4,5.6,4,1
"1341","Amnesia Brewing","Dusty Trail Pale",3.3,3.2,3.5,3.2,5.2,3.4,5
"1342","Amnesia Brewing","Frosty's Revenge",3.83333333333333,3.83333333333333,4.16666666666667,3.83333333333333,7.2,3.83333333333333,3
"1343","Amnesia Brewing","Plum Founded",3.5,3.5,3.25,3.5,5.2,3.75,2
"1344","Amnesia Brewing","Sleigh Jerker (v.2)",4,4,3.75,4,7.2,4,2
"1345","Amnesia Brewing","Slow Train Porter",3.75,3.625,4,3.875,5.3,4,4
"1346","Amnesia Brewing","The Big Newton",4,4,4,3.5,6.5,4.5,1
"1347","Amnesia Brewing","The ESB",4.125,3.625,4.0625,3.75,5.5,3.75,8
"1348","Amnesia Brewing","Trail Hazer",3.5,4,4,4,5.2,3.5,1
"1349","Amnesia Brewing","Wonka Porter",4.25,4,3.25,3.5,5.4,4,2
"1350","Amos Howard's Brew Pub","Brown Mountain Light",3.25,2.625,2.625,2.75,3.8,2.75,4
"1351","Amos Howard's Brew Pub","Christmas Ale",3.75,3.5,3.5,3.125,4.5,3.625,4
"1352","Amos Howard's Brew Pub","Crawdad Red Ale",3.625,3.0625,3.5625,3.25,4.4,3.375,8
"1353","Amos Howard's Brew Pub","Hefe Weizen",3.41666666666667,3.33333333333333,3.25,3.33333333333333,4.8,3.33333333333333,6
"1354","Amos Howard's Brew Pub","Heles Bock",4,3,4,3.5,6,4,1
"1355","Amos Howard's Brew Pub","Hickory Stick Stout",4.09090909090909,3.70454545454545,4.18181818181818,3.84090909090909,5.8,4.09090909090909,22
"1356","Amos Howard's Brew Pub","Irish Walker",4,3.5,4.16666666666667,4.16666666666667,7.7,3.83333333333333,3
"1357","Amos Howard's Brew Pub","Nessie",3.5,2.5,2,3,8,4,1
"1358","Amos Howard's Brew Pub","Oktoberfest",3.375,3.125,3.5,3.25,5.3,3.25,4
"1359","Amos Howard's Brew Pub","Olde Hickory Bardstown Brand Ale Aged In Bourbon Barrels",3.73076923076923,4.19230769230769,4.07692307692308,3.73076923076923,10,3.84615384615385,13
"1360","Amos Howard's Brew Pub","Piedmont Pilsner",3.5,2.83333333333333,3.16666666666667,3,3.7,3.08333333333333,6
"1361","Amos Howard's Brew Pub","Poor Richard's Ale",3.625,3.375,3.6875,3.625,6,3.6875,8
"1362","Amos Howard's Brew Pub","Ruby Lager",3.625,2.8125,3.0625,2.9375,3.7,3,8
"1363","Amos Howard's Brew Pub","Scottish Ale",3.625,3.25,3.625,3.25,4.6,3,4
"1364","Amos Howard's Brew Pub","Summer Ale",2.83333333333333,3.33333333333333,3.16666666666667,3,4.5,3,3
"1365","Amos Howard's Brew Pub","Table Rock Pale Ale",4.07142857142857,3.53571428571429,4,3.85714285714286,4.4,3.89285714285714,14
"1366","Amos Howard's Brew Pub","Warning IPA",4.125,3.25,3.5,3.5,7,3.75,4
"1367","Amos Howard's Brew Pub","Weizen Bock",4.33333333333333,4,3.5,4,8,4.16666666666667,3
"1368","Amstar","Amsterdam Navigator",2,2,2.25,1.875,8.5,1.875,4
"1369","Amstar","Sokol Ice",2,2,2.5,2.5,4.7,2,1
"1370","Amstar","Sokol Izolda",2.5,2,2,2.5,4.7,2.5,1
"1371","Amstar","Sokol Klassichiskoye",3,3.5,3,3,5,3.5,1
"1372","Amstel Brouwerij B. V.","Amstel (Pure Filtered)",2.5,2.4,2.9,2.2,4.7,2,5
"1373","Amstel Brouwerij B. V.","Amstel 1870",3.125,2.5,2.875,2.75,5,2.75,4
"1374","Amstel Brouwerij B. V.","Amstel Bock",3.57142857142857,3.53571428571429,3.64285714285714,3.60714285714286,7,3.75,14
"1375","Amstel Brouwerij B. V.","Amstel Bright",3.75,2.75,2.92857142857143,3.25,5,3.14285714285714,14
"1376","Amstel Brouwerij B. V.","Amstel Gold",3.33333333333333,3.16666666666667,3.33333333333333,3.33333333333333,7,3,3
"1377","Amstel Brouwerij B. V.","Amstel Lager",2.86666666666667,2.56666666666667,2.975,2.64166666666667,5,2.55833333333333,60
"1378","Amstel Brouwerij B. V.","Amstel Light",2.71935483870968,2.23118279569892,2.56881720430108,2.4505376344086,3.5,2.36344086021505,465
"1379","Amstel Brouwerij B. V.","Amstel Malt",3.25,2.5,3.5,3,0.1,3,2
"1380","Amstel Brouwerij B. V.","Amstel Sterk (Strong)",3.5,3.5,4,3,7.5,3,1
"1381","Amsterdam Brewing Company","Amsterdam 416 Urban Wheat",3.33333333333333,3.16666666666667,3.33333333333333,3.5,4.16,3.16666666666667,3
"1382","Amsterdam Brewing Company","Amsterdam Autumn Ale",3.75,4,3.5,3.75,5,4,2
"1383","Amsterdam Brewing Company","Amsterdam Avalanche",2.07142857142857,2.28571428571429,2.35714285714286,2.5,8.2,2.21428571428571,7
"1384","Amsterdam Brewing Company","Amsterdam Big Wheel Deluxe Amber",3.21875,3.0625,3.34375,3.15625,5,3.0625,16
"1385","Amsterdam Brewing Company","Amsterdam Black Friday",4.25,4,4,4,6.5,3.5,2
"1386","Amsterdam Brewing Company","Amsterdam Boneshaker IPA",3.78571428571429,3.78571428571429,4.07142857142857,3.73809523809524,6.5,3.71428571428571,21
"1387","Amsterdam Brewing Company","Amsterdam CJM Royal Brown Ale",3.7,3.8,3.8,3.9,7.2,3.6,5
"1388","Amsterdam Brewing Company","Amsterdam Dutch Amber Lager",2.95833333333333,3.125,3.45833333333333,2.58333333333333,5,3.04166666666667,12
"1389","Amsterdam Brewing Company","Amsterdam Elementary Ale",4,3.5,4,3.75,5.2,4,2
"1390","Amsterdam Brewing Company","Amsterdam Framboise",3.46551724137931,3.74137931034483,3.72413793103448,3.37931034482759,6.5,3.48275862068966,29
"1391","Amsterdam Brewing Company","Amsterdam Hulkamania Kolsch",4,4,3.5,4,4.8,3.5,1
"1392","Amsterdam Brewing Company","Amsterdam Irish Stout",3.16666666666667,3,3.83333333333333,3.33333333333333,5,3.08333333333333,6
"1393","Amsterdam Brewing Company","Amsterdam Kerstmis Bier",3.83333333333333,3.5,3.66666666666667,3.5,8.8,3.83333333333333,3
"1394","Amsterdam Brewing Company","Amsterdam Maibock",4,3.5,3.83333333333333,3.66666666666667,6,3.83333333333333,3
"1395","Amsterdam Brewing Company","Amsterdam Natural Blonde Lager",3.25,2.93055555555556,3.02777777777778,3.11111111111111,5,2.93055555555556,36
"1396","Amsterdam Brewing Company","Amsterdam Natural Light",2,2.5,2.5,2,4,2.5,1
"1397","Amsterdam Brewing Company","Amsterdam Nut Brown Ale",3.41489361702128,3.40425531914894,3.54255319148936,3.13829787234043,5,3.32978723404255,47
"1398","Amsterdam Brewing Company","Amsterdam Oaked Oktoberfest",2,3,3,3,6,2,1
"1399","Amsterdam Brewing Company","Amsterdam Oktoberfest Lager",3.25,3.41666666666667,3.25,3.45833333333333,6,3.375,12
"1400","Amsterdam Brewing Company","Amsterdam Oranje Wit",3.74193548387097,3.64516129032258,3.87096774193548,3.53225806451613,5,3.59677419354839,31
"1401","Amsterdam Brewing Company","Amsterdam Pomegranate Wheat",3.42857142857143,3.28571428571429,3.25,3.10714285714286,4.5,3.17857142857143,14
"1402","Amsterdam Brewing Company","Amsterdam Selleck's Reserve 4 Barrel Blend",4.5,4.5,3.5,4,9.5,4,1
"1403","Amsterdam Brewing Company","Amsterdam Spring Bock",3.125,3,3.125,2.625,6,2.75,4
"1404","Amsterdam Brewing Company","Amsterdam Strong Spring Bock",3.67857142857143,3.52380952380952,3.72619047619048,3.51190476190476,7.45,3.63095238095238,42
"1405","Amsterdam Brewing Company","Amsterdam Teichert Smoked Porter",4.2,4.2,4.2,4.4,6.4,4.1,5
"1406","Amsterdam Brewing Company","Amsterdam Tempest Imperial Stout",4.05555555555556,3.94444444444444,4.05555555555556,3.94444444444444,9,4.05555555555556,9
"1407","Amsterdam Brewing Company","Amsterdam Tempest Imperial Stout (Barrel Aged With Cocoa Nibs)",3.5,3.5,4.5,4,9,3.5,1
"1408","Amsterdam Brewing Company","Amsterdam The Nightman Cometh",4.125,4.375,4.1875,3.75,8.6,4.25,8
"1409","Amsterdam Brewing Company","Amsterdam Tilted Kilt Scotch Ale",3.59090909090909,3.18181818181818,3.18181818181818,3.27272727272727,6.5,3.22727272727273,11
"1410","Amsterdam Brewing Company","Amsterdam Two Fisted Stout",3.72222222222222,3.77777777777778,3.94444444444444,3.55555555555556,5,3.55555555555556,9
"1411","Amsterdam Brewing Company","Amsterdam Wheat Beer",3,3,3.25,2.25,4,3,2
"1412","Amsterdam Brewing Company","Amsterdam/Great Lakes The Devil Shaker",4,4,3.5,3.5,6.5,3.5,1
"1413","Amsterdam Brewing Company","Blue Meany Stout",3,3.5,4.5,2.5,5,3.5,1
"1414","Amsterdam Brewing Company","KLB Cream Ale",3,3.5,2.75,3.5,4.5,3.25,2
"1415","Amsterdam Brewing Company","KLB Nut Brown Ale",3.5,3.75,4,3.25,5,3.5,2
"1416","Amsterdam Brewing Company","KLB Premium Pale Ale",3,3,4,3.5,5,3,1
"1417","Amsterdam Brewing Company","KLB Raspberry Wheat Beer",3.25,3.27272727272727,3.22727272727273,2.88636363636364,4.5,3.13636363636364,22
"1418","Amsterdam Brewing Company","Oaked CJM Royal Brown Ale",3.5,4,3.5,4,7.2,3.5,1
"1419","Amsterdam Brewing Company","Pink Ribbon Mild",4,3.5,4,3.5,3.9,4,1
"1420","Amundsen Bryggeri & Spiseri","India Pale Ale",3.5,4,4,3,7,3,1
"1421","An Teallach Ale Co.","An Teallach Ale",3,4,3.5,2.5,4.2,3,1
"1422","An Teallach Ale Co.","Beinn Dearg Ale",4,4,3.25,3,4.8,4.25,2
"1423","An Teallach Ale Co.","Crofters Pale Ale",4.5,3.5,4,4,4.2,4,1
"1424","An Teallach Ale Co.","Sheneval",4,3.5,3.5,4,4.5,4,1
"1425","An Teallach Ale Co.","The Hector",4,4.5,4.5,4,5,4.5,1
"1426","Anacapa Brewing Company","Brockway Brown",4.25,4,3.75,4,5.8,4.25,2
"1427","Anacapa Brewing Company","C Street Wheat Ale",2.5,2.25,3.25,2.25,4.8,2.75,2
"1428","Anacapa Brewing Company","Chocolate Raspberry Stout",2.5,3.5,3,3,6.2,2.5,1
"1429","Anacapa Brewing Company","Dublins Irish Ale",3,3,3,3,5.8,3,1
"1430","Anacapa Brewing Company","English Summer Ale",4,3.5,3,3.5,5,4,1
"1431","Anacapa Brewing Company","Espresso Stout",4.16666666666667,3.66666666666667,3.83333333333333,3.83333333333333,6.5,3.83333333333333,3
"1432","Anacapa Brewing Company","Foghorn Porter",4.5,3.5,3.5,4,6.2,4,1
"1433","Anacapa Brewing Company","Highlander Scotch Ale",4,4,4,3.5,7.8,4.5,1
"1434","Anacapa Brewing Company","Hurricane Hefeweizen",3,2,3,3,5,3,1
"1435","Anacapa Brewing Company","Imperial Red Ale",5,4,3.5,4.5,8,5,1
"1436","Anacapa Brewing Company","Mission Nut Brown Ale",3,3,4,3,6.6,3,1
"1437","Anacapa Brewing Company","O Danny Boy Irish Stout",3.5,4,4,3.5,5.4,3.5,1
"1438","Anacapa Brewing Company","O'Houlihan's Irish Red Ale",3,2,4,3.5,5.3,3,1
"1439","Anacapa Brewing Company","Offshore Amber Ale",2.5,3,2.5,3,4.8,2.5,1
"1440","Anacapa Brewing Company","Pierpont India Pale Ale",3.83333333333333,3.66666666666667,3.33333333333333,3.5,6,3.66666666666667,3
"1441","Anacapa Brewing Company","Rye Pale Ale",4,4,4,4,5.7,4,1
"1442","Anacapa Brewing Company","Santa Rosa Red",3.25,3.25,3.5,2.75,4.2,3,2
"1443","Anacapa Brewing Company","Two Trees IIPA",3.5,3.5,3.5,3.5,9.2,3.5,1
"1444","Anacortes Brewery & Rockfish Grill","Anacortes Amber",3.75,3.625,3.75,3.75,5,3.875,4
"1445","Anacortes Brewery & Rockfish Grill","Anacortes Belgian Ale",4,3.5,4,4,5.3,4,1
"1446","Anacortes Brewery & Rockfish Grill","Anacortes Dobbelbock",3.75,3.75,3.75,4,8.25,4.125,4
"1447","Anacortes Brewery & Rockfish Grill","Anacortes Hefewezien",3.75,3.25,3.375,3.375,4.5,3.5,4
"1448","Anacortes Brewery & Rockfish Grill","Anacortes IPA",4.17857142857143,4.10714285714286,3.96428571428571,4.07142857142857,6.1,4.28571428571429,14
"1449","Anacortes Brewery & Rockfish Grill","Anacortes Maibock",3,4,3,3.5,6.5,3.5,1
"1450","Anacortes Brewery & Rockfish Grill","Anacortes Oktoberfest",4.5,3.5,3.5,5,5.5,4.5,1
"1451","Anacortes Brewery & Rockfish Grill","Anacortes Pilsner",3.81818181818182,3.45454545454545,3.59090909090909,3.63636363636364,5,3.68181818181818,11
"1452","Anacortes Brewery & Rockfish Grill","Anacortes Porter",3.7,3.8,3.7,3.7,5.5,3.7,10
"1453","Anacortes Brewery & Rockfish Grill","Anacortes Red Ale",3.33333333333333,3.33333333333333,3.5,3.5,4.2,3.33333333333333,3
"1454","Anacortes Brewery & Rockfish Grill","Anacortes Stout",4,4,4,4,6.2,4,1
"1455","Anacortes Brewery & Rockfish Grill","Anacortes Vienna",4.16666666666667,3.66666666666667,4,3.83333333333333,5.8,4.16666666666667,3
"1456","Anacortes Brewery & Rockfish Grill","Belgian Sour",4,3.75,3.5,3.5,4.8,3.75,2
"1457","Anacortes Brewery & Rockfish Grill","Bourbon Barrel Stout",4.5,4,4,4,6,4.5,1
"1458","Anacortes Brewery & Rockfish Grill","Broadsword",3.625,3.75,3.75,3.75,8.3,4,4
"1459","Anacortes Brewery & Rockfish Grill","Dark Side",3.66666666666667,3.83333333333333,3,3.83333333333333,6,3.33333333333333,3
"1460","Anacortes Brewery & Rockfish Grill","Dark Side Imperial IPA",3.66666666666667,3.5,3.16666666666667,3.66666666666667,8.5,3.66666666666667,3
"1461","Anacortes Brewery & Rockfish Grill","Honey Ale",4,3.5,4,3.5,5.5,4,1
"1462","Anacortes Brewery & Rockfish Grill","Honey Cream Ale",3.25,3,3.75,3.5,6.4,3,2
"1463","Anacortes Brewery & Rockfish Grill","Locomotive Breath",4,4,4,4,8.5,4.5,1
"1464","Anacortes Brewery & Rockfish Grill","Mai Oh Maibock",4.25,3.75,3.25,3.75,6.5,4.25,2
"1465","Anacortes Brewery & Rockfish Grill","Marzen",4.75,3.25,3.75,4.25,6.4,4.25,2
"1466","Anacortes Brewery & Rockfish Grill","Noel Lager",3.75,3.5,4,4,5.5,4.25,2
"1467","Anacortes Brewery & Rockfish Grill","Noel Winter Ale",4,4.5,3.5,4,7,4,1
"1468","Anacortes Brewery & Rockfish Grill","Pale Ale",4,3.5,3.5,3.5,5,4,1
"1469","Anacortes Brewery & Rockfish Grill","Trippel",2.5,3,2.5,3,9,3,1
"1470","Anadolu Efes Brewery","Bomonti",2.66666666666667,2.5,2.83333333333333,2.5,4.8,2.66666666666667,3
"1471","Anadolu Efes Brewery","Efes Dark",3.11842105263158,2.85526315789474,3.31578947368421,2.99342105263158,6.5,3.08552631578947,76
"1472","Anadolu Efes Brewery","Efes Dark Brown",2.9,2.9,3.2,2.6,6.2,3.1,5
"1473","Anadolu Efes Brewery","Efes Extra",3.025,3.05,3.375,3.125,7.5,3,20
"1474","Anadolu Efes Brewery","Efes Ice",3,2.5,3,3,4.2,2.5,1
"1475","Anadolu Efes Brewery","Efes Light",2.33333333333333,2,2.33333333333333,2.16666666666667,3,2.16666666666667,3
"1476","Anadolu Efes Brewery","Efes Pilsener",3.25,2.90350877192982,3.07675438596491,3.07675438596491,5,3.00877192982456,228
"1477","Anadolu Efes Brewery","Efes Pilsener Fici/Draft",2.65384615384615,2.57692307692308,3.03846153846154,2.73076923076923,5,2.57692307692308,13
"1478","Anadolu Efes Brewery","Gusta",3.14285714285714,3,3.42857142857143,2.92857142857143,5,3.07142857142857,7
"1479","Anadolu Efes Brewery","Gusta Dark",3.1,2.9,2.9,3.2,5.5,2.8,5
"1480","Anadolu Efes Brewery","Mariachi Black",3.33333333333333,3.16666666666667,3,3.33333333333333,6,3.16666666666667,3
"1481","Anadolu Efes Brewery","Mariachi Dry",3,2.5,2.5,3,6,3.5,1
"1482","Anadolu Efes Brewery","Marmara Gold",2.16666666666667,2.33333333333333,2.66666666666667,2.16666666666667,5.5,2,3
"1483","Anadolu Efes Brewery","Marmara Kirrmizi Bira",2.9,2.9,3.1,2.9,6.1,2.7,5
"1484","Anadolu Efes Brewery","Stary Melnik",2.82142857142857,2.60714285714286,2.85714285714286,2.75,4.6,2.78571428571429,14
"1485","Anaheim Brewery","1888.0",3.5,3.25,3.75,4,5.5,3.5,2
"1486","Anaheim Brewery","Gold",3.5,3.33333333333333,3.66666666666667,3.66666666666667,4.5,3.5,3
"1487","Anchor Brewing Company","Anchor Bock Beer",3.89544513457557,3.8167701863354,4.07142857142857,3.824016563147,5.5,3.80227743271222,483
"1488","Anchor Brewing Company","Anchor Humming Ale",3.90151515151515,3.75189393939394,4.06628787878788,3.8125,5.9,3.78787878787879,264
"1489","Anchor Brewing Company","Anchor Liberty Ale",4.10091743119266,3.88108680310515,3.97353563867325,3.91107974594213,6,4.01764290755116,1417
"1490","Anchor Brewing Company","Anchor Old Foghorn",3.85385438972163,3.93522483940043,3.88276231263383,3.86295503211991,8.2,3.96788008565311,934
"1491","Anchor Brewing Company","Anchor Our Barrel Ale",4.4,4.36666666666667,4.03333333333333,4.13333333333333,8.02,4.36666666666667,15
"1492","Anchor Brewing Company","Anchor Porter",4.14436090225564,3.9906015037594,4.2421052631579,4.0812030075188,5.6,4.16729323308271,1330
"1493","Anchor Brewing Company","Anchor Small Beer",3.20666666666667,3.05,3.725,3.06166666666667,3.3,2.97,300
"1494","Anchor Brewing Company","Anchor Steam Beer",4.05964611872146,3.63670091324201,3.92180365296804,3.82562785388128,4.9,3.88841324200913,1752
"1495","Anchor Brewing Company","Anchor Summer Beer",3.6047619047619,3.19333333333333,3.69238095238095,3.42380952380952,4.6,3.26761904761905,525
"1496","Anchor Brewing Company","Brekle's Brown",3.66666666666667,3.58888888888889,3.96666666666667,3.69444444444444,6,3.62777777777778,90
"1497","Anchor Brewing Company","Our Special Ale 2001 (Anchor Christmas Ale)",3.91509433962264,4.20754716981132,4.08490566037736,3.97169811320755,5,4.06603773584906,53
"1498","Anchor Brewing Company","Our Special Ale 2002 (Anchor Christmas Ale)",3.90942028985507,4.15579710144928,4.17028985507246,4.01086956521739,5.5,4.10507246376812,138
"1499","Anchor Brewing Company","Our Special Ale 2003 (Anchor Christmas Ale)",3.98979591836735,4.19387755102041,4.17857142857143,4.00510204081633,5.5,4.09183673469388,196
"1500","Anchor Brewing Company","Our Special Ale 2004 (Anchor Christmas Ale)",3.9609756097561,4.12682926829268,4.15609756097561,3.97560975609756,5.25,4.05121951219512,205
"1501","Anchor Brewing Company","Our Special Ale 2005 (Anchor Christmas Ale)",3.78544061302682,3.95402298850575,4.05747126436782,3.75095785440613,5.8,3.87547892720307,261
"1502","Anchor Brewing Company","Our Special Ale 2006 (Anchor Christmas Ale)",3.86821705426357,3.98643410852713,4.06395348837209,3.79651162790698,5.5,3.92635658914729,258
"1503","Anchor Brewing Company","Our Special Ale 2007 (Anchor Christmas Ale)",3.9267955801105,4.04419889502762,4.16988950276243,3.91022099447514,5.5,3.9792817679558,362
"1504","Anchor Brewing Company","Our Special Ale 2008 (Anchor Christmas Ale)",3.80048661800487,3.93187347931873,4.10827250608273,3.74695863746959,5.5,3.84184914841849,411
"1505","Anchor Brewing Company","Our Special Ale 2009 (Anchor Christmas Ale)",3.95882352941176,4.10147058823529,4.12352941176471,3.87647058823529,5.5,4.02794117647059,340
"1506","Anchor Brewing Company","Our Special Ale 2010 (Anchor Christmas Ale)",3.85919540229885,4.02873563218391,4.08333333333333,3.78735632183908,5.5,3.90948275862069,348
"1507","Anchor Brewing Company","Our Special Ale 2011 (Anchor Christmas Ale)",3.85775862068966,3.92241379310345,4.08620689655172,3.70258620689655,5.5,3.82758620689655,232
"1508","Anchorage Brewing Company","Anticipation",4.75,4.5,3.75,4.25,9,4.5,2
"1509","Anchorage Brewing Company","Bitter Monk",4.3141592920354,4.29203539823009,4.30973451327434,4.15929203539823,9,4.32300884955752,113
"1510","Anchorage Brewing Company","Love Buzz Saison",4.18115942028986,4.20289855072464,4.19565217391304,4.10144927536232,8,4.15217391304348,69
"1511","Anchorage Brewing Company","Whiteout Wit",4.0126582278481,3.89873417721519,4.03164556962025,3.9620253164557,6.5,4.01898734177215,79
"1512","Ancient Lakes Brewing Company","I-90 IPA",3.5,3,3.5,4,5.8,3.5,1
"1513","Anderson Valley Brewing Company","3-Way",4,3.5,4.5,4,8.5,4,1
"1514","Anderson Valley Brewing Company","Bahl Hornin' Imperial Boont Amber Ale",3.93333333333333,3.9,3.96666666666667,4.2,8.8,3.9,15
"1515","Anderson Valley Brewing Company","Bahl Hornin' Mowkeef",3.66666666666667,3.66666666666667,3.83333333333333,3.83333333333333,5.4,3.66666666666667,3
"1516","Anderson Valley Brewing Company","Barkley's Sour Horn",3.83333333333333,4,3.83333333333333,3.5,9,4,3
"1517","Anderson Valley Brewing Company","Barney Flats Oatmeal Stout",4.08873056994819,3.95077720207254,4.09132124352332,3.98704663212435,5.7,4.09974093264249,772
"1518","Anderson Valley Brewing Company","Beerguy - Over The Top India Pale Ale",3.15625,3.0625,3.46875,3.40625,7,3.25,16
"1519","Anderson Valley Brewing Company","Boont Amber Ale",3.96724890829694,3.72598253275109,3.89410480349345,3.83406113537118,5.8,3.9028384279476,458
"1520","Anderson Valley Brewing Company","Boont ESB",3.79824561403509,3.69883040935673,3.90643274853801,3.8172514619883,6.8,3.85672514619883,342
"1521","Anderson Valley Brewing Company","Boontlinger Weiss",3.35714285714286,3.28571428571429,3.85714285714286,3.64285714285714,4.7,3.42857142857143,7
"1522","Anderson Valley Brewing Company","Brother David's Belgian-style Double Ale",3.53754940711462,3.65810276679842,3.63833992094862,3.55533596837945,9,3.57905138339921,253
"1523","Anderson Valley Brewing Company","Brother David's Triple Abbey Style Ale",3.34433962264151,3.50943396226415,3.40723270440252,3.43238993710692,10,3.41823899371069,318
"1524","Anderson Valley Brewing Company","Buckeye Brown",1.5,2,3,2,6.3,1.5,1
"1525","Anderson Valley Brewing Company","Deep Enders Dark Porter",3.9,3.712,4.064,3.58,5.5,3.768,125
"1526","Anderson Valley Brewing Company","Gatlin Damnosus",3.75,3.75,4,3.6,8.8,3.55,10
"1527","Anderson Valley Brewing Company","High Rollers Wheat",3.44444444444444,3.375,3.59722222222222,3.36805555555556,5.3,3.3125,72
"1528","Anderson Valley Brewing Company","Hop Ottin' IPA",4.00765550239234,4.00287081339713,4.11052631578947,3.95023923444976,7,4.04784688995215,1045
"1529","Anderson Valley Brewing Company","Horn Of The Beer",3.42857142857143,3.57142857142857,3.35714285714286,3.35714285714286,8.6,3.42857142857143,7
"1530","Anderson Valley Brewing Company","Horse Tongue Wheat",4,4,3.5,3.5,5,4,1
"1531","Anderson Valley Brewing Company","Huge'r Boont",3.77777777777778,3.33333333333333,3.72222222222222,3.61111111111111,7.3,3.66666666666667,9
"1532","Anderson Valley Brewing Company","Imperial IPA",3.74657534246575,3.73116438356164,3.91438356164384,3.81506849315068,8.7,3.75,292
"1533","Anderson Valley Brewing Company","Mendo Mellow",3.78571428571429,3.57142857142857,3.64285714285714,3.5,5.5,3.64285714285714,7
"1534","Anderson Valley Brewing Company","Nettled Madge Black IPA",4.125,3.875,4.125,4,6.5,4,4
"1535","Anderson Valley Brewing Company","Poleeko Gold Pale Ale",4.00170068027211,3.74149659863946,3.84863945578231,3.80272108843537,5.5,3.87925170068027,294
"1536","Anderson Valley Brewing Company","Port Barrel Aged Oatmeal Stout",3.89285714285714,4.28571428571429,3.96428571428571,4.03571428571429,8.7,4.25,14
"1537","Anderson Valley Brewing Company","Summer Solstice Cerveza Crema",3.77083333333333,3.52916666666667,3.67083333333333,3.79027777777778,5.6,3.71388888888889,360
"1538","Anderson Valley Brewing Company","V.S.O.B.",3.7,3.3,3.6,3.8,8.8,3.7,5
"1539","Anderson Valley Brewing Company","Wee Geech",4.4,4,4,3.95,4,4.2,10
"1540","Anderson Valley Brewing Company","Winter Solstice Seasonal Ale",3.84800664451827,3.76910299003322,3.8828903654485,3.81229235880399,6.9,3.89119601328904,602
"1541","Andwell Brewing Company","King John",4.5,3.5,4,4,4.2,4,1
"1542","Angel City Brewing","Angel City Abbey",2.77272727272727,2.86363636363636,3.25,3,8,2.84090909090909,22
"1543","Angel City Brewing","Angel City Belgian IPA",3.35714285714286,3.35714285714286,3.14285714285714,3.21428571428571,6.8,3.21428571428571,7
"1544","Angel City Brewing","Angel City IPA",2.54545454545455,2.54545454545455,3.29545454545455,2.68181818181818,6.8,2.52272727272727,22
"1545","Angel City Brewing","Belgian Night Train",3,2.7,3.1,3.2,8,2.9,5
"1546","Angel City Brewing","Charlie Parker Pale Ale",3.5,3.3125,3.625,3.6875,6.8,3.1875,8
"1547","Angel City Brewing","John Gately Downey German Dunkel",3,3,4,3,5,3,1
"1548","Angel City Brewing","Lester Young Porkpie Hat Dark Lager",4.125,4.125,4.125,4,5.7,3.75,4
"1549","Angel City Brewing","Rahsann Roland Kirk Stritch Stout",3.64285714285714,3.71428571428571,3.78571428571429,4,10,3.71428571428571,7
"1550","Anglo Dutch Brewery","Kletswater",3.5,3.5,4,4,4,3,1
"1551","Anglo Dutch Brewery","Mid-Summer Ale",3.5,3.5,4,3.5,4,4,1
"1552","Anglo Dutch Brewery","Tabatha The Knackered",3.25,3.625,3.5,3.375,6,3.5,4
"1553","Ängö Kvartersbryggeri","Alla Tiders Ängöl (Prima Lager)",3.625,3.625,3.875,3.5,5,3.625,4
